"postcode","street","town","country"
8239,KLENGLILLER (RUE),MAMER,LUXEMBOURG
8240,RAOUL FOLLEREAU (RUE),MAMER,LUXEMBOURG
8240,FOLLEREAU (RUE RAOUL),MAMER,LUXEMBOURG
8241,BIRCKEL (RUE MARIE-JEANNE),MAMER,LUXEMBOURG
8242,SCHMIT (RUE LYDIE),MAMER,LUXEMBOURG
8243,BRAUN (RUE JOSY),MAMER,LUXEMBOURG
8244,LUITGARDIS (RUE),MAMER,LUXEMBOURG
8245,LIBERATION (RUE DE LA),MAMER,LUXEMBOURG
8245,MOLITOR-PEFFER (RUE MARIE-PAULE),MAMER,LUXEMBOURG
8246,MAMBRA (RUE),MAMER,LUXEMBOURG
8247,MAXIMINS (RUE DES),MAMER,LUXEMBOURG
8248,MONTEE (RUE DE LA),MAMER,LUXEMBOURG
8248,PAASSELECK (OP),MAMER,LUXEMBOURG
8249,MAMERANUS (RUE),MAMER,LUXEMBOURG
8250,MARX (RUE JEAN),MAMER,LUXEMBOURG
8251,GAASCHTMILLEN,MAMER,LUXEMBOURG
8251,MERSCH (ROUTE DE),MAMER,LUXEMBOURG
8251,NEIMILLEN,MAMER,LUXEMBOURG
8251,THILLSMILLEN,MAMER,LUXEMBOURG
8251,GAASCHTGRUND,STRASSEN,LUXEMBOURG
8252,MARCHE (RUE DU),MAMER,LUXEMBOURG
8252,INDEPENDANCE (PLACE DE L'),MAMER,LUXEMBOURG
8253,MERISIERS (RUE DES),MAMER,LUXEMBOURG
8254,MILLENAIRE (RUE DU),MAMER,LUXEMBOURG
8255,MONT ROYAL (RUE),MAMER,LUXEMBOURG
8255,ROYAL (RUE MONT),MAMER,LUXEMBOURG
8258,THATCHER (RUE MARGARET),MAMER,LUXEMBOURG
8258,LINDH (RUE ANNA),MAMER,LUXEMBOURG
8258,GANDHI (RUE INDIRA),MAMER,LUXEMBOURG
8258,MEIR (RUE GOLDA),MAMER,LUXEMBOURG
8259,ERMESINDE (RUE),MAMER,LUXEMBOURG
8259,YOLANDE (RUE),MAMER,LUXEMBOURG
8260,DANGE ST. ROMAIN (RUE DE) N° 1-60,MAMER,LUXEMBOURG
8260,ROMAIN (RUE DE DANGE ST.) N° 1-60,MAMER,LUXEMBOURG
8261,DANGE ST. ROMAIN (RUE DE) N° 61-999,MAMER,LUXEMBOURG
8261,ROMAIN (RUE DE DANGE ST.) N° 61-999,MAMER,LUXEMBOURG
8262,RESISTANCE (RUE DE LA),MAMER,LUXEMBOURG
8263,ROSES (RUE DES),MAMER,LUXEMBOURG
8264,ROUDE WEE,MAMER,LUXEMBOURG
8265,TRAUSCH (RUE FRANCOIS),MAMER,LUXEMBOURG
8265,PRES (RUE DES),MAMER,LUXEMBOURG
8266,THERMES ROMAINS (RUE DES),MAMER,LUXEMBOURG
8266,ROMAINS (RUE DES THERMES),MAMER,LUXEMBOURG
8267,SIGEFROI (RUE),MAMER,LUXEMBOURG
8268,TOSSENBERG,BERTRANGE,LUXEMBOURG
8268,THORN (RUE GASTON),MAMER,LUXEMBOURG
8268,THORN (RUE GASTON),BERTRANGE,LUXEMBOURG
8269,WIESECK (RUE),MAMER,LUXEMBOURG
8270,WIEWESCHGAASS,MAMER,LUXEMBOURG
8271,WILHELM (RUE JEAN-PIERRE),MAMER,LUXEMBOURG
8272,SCHNEIDER (RUE JEAN),MAMER,LUXEMBOURG
8273,WESTER (RUE JEAN),MAMER,LUXEMBOURG
8274,BUERWEIER (UM),KEHLEN,LUXEMBOURG
8274,BRILLWEE,KEHLEN,LUXEMBOURG
8274,KEPBRILL (AM),KEHLEN,LUXEMBOURG
8274,SCHOULWEE,KEHLEN,LUXEMBOURG
8274,SCHWAERZESCHGAART,KEHLEN,LUXEMBOURG
8277,CHAMPS (RUE DES),HOLZEM,LUXEMBOURG
8277,DIPPACH (RUE DE),HOLZEM,LUXEMBOURG
8277,GARNICH (ROUTE DE),HOLZEM,LUXEMBOURG
8277,MAMER (ROUTE DE),HOLZEM,LUXEMBOURG
8278,CIMETIERE (RUE DU),HOLZEM,LUXEMBOURG
8278,ECOLE (RUE DE L'),HOLZEM,LUXEMBOURG
8278,EGLISE (RUE DE L'),HOLZEM,LUXEMBOURG
8278,CENTRE (RUE DU),HOLZEM,LUXEMBOURG
8279,CAPELLEN (ROUTE DE),HOLZEM,LUXEMBOURG
8279,MOULIN (RUE DU),HOLZEM,LUXEMBOURG
8279,NEIEWEE,HOLZEM,LUXEMBOURG
8280,MAMER (RUE DE),KEHLEN,LUXEMBOURG
8280,DRESCH (OP DER),KEHLEN,LUXEMBOURG
8281,SCHETZEPESCH (AM),KEHLEN,LUXEMBOURG
8281,JUDDEGAASS,KEHLEN,LUXEMBOURG
8281,KIEM (RUE DU),KEHLEN,LUXEMBOURG
8281,OLM (RUE D'),KEHLEN,LUXEMBOURG
8282,CENTRE (RUE DU),KEHLEN,LUXEMBOURG
8282,KEISPELT (RUE DE),KEHLEN,LUXEMBOURG
8283,BEICHEL (CITE),KEHLEN,LUXEMBOURG
8283,GAESSEL,KEHLEN,LUXEMBOURG
8283,BELLE-VUE (RUE),KEHLEN,LUXEMBOURG
8283,NOSPELT (RUE DE),KEHLEN,LUXEMBOURG
8283,LIBERATIOUNSSTROOSS,KEHLEN,LUXEMBOURG
8283,SCHENNER (UM),KEHLEN,LUXEMBOURG
8283,SCHAARFENECK (RUE),KEHLEN,LUXEMBOURG
8283,SCHOENBERG (RUE DE),KEHLEN,LUXEMBOURG
8284,HIEL (RUE),KEHLEN,LUXEMBOURG
8284,KOPSTAL (RUE DE),KEHLEN,LUXEMBOURG
8284,ROMAINS (RUE DES),KEHLEN,LUXEMBOURG
8285,BRAMESCHHOF (RUE),KEHLEN,LUXEMBOURG
8285,CHAMPS (RUE DES),KEHLEN,LUXEMBOURG
8286,REISER (RUE NICOLAS),KEHLEN,LUXEMBOURG
8286,BECKER (RUE HENRI),KEHLEN,LUXEMBOURG
8286,CIMETIERE (RUE DU),KEHLEN,LUXEMBOURG
8287,INDUSTRIELLE (ZONE),KEHLEN,LUXEMBOURG
8288,JARDINS (RUE DES),KEHLEN,LUXEMBOURG
8289,DUERF (AM),KEHLEN,LUXEMBOURG
8290,BRAMESCHHOF (DOMAINE),KEHLEN,LUXEMBOURG
8291,ANSEMBOURG (RUE D'),MEISPELT,LUXEMBOURG
8291,DONDELANGE (RUE DE),MEISPELT,LUXEMBOURG
8291,KEISPELT (RUE DE),MEISPELT,LUXEMBOURG
8291,KOPSTAL (RUE DE),MEISPELT,LUXEMBOURG
8292,KOSSELT (RUE),MEISPELT,LUXEMBOURG
8293,CLAUSHOF,CLAUSHOF,LUXEMBOURG
8293,ANSEMBOURG (RUE D'),KEISPELT,LUXEMBOURG
8293,DUPONG (RUE PIERRE),KEISPELT,LUXEMBOURG
8293,MEISPELT (RUE DE),KEISPELT,LUXEMBOURG
8293,MERSCH (RUE DE),KEISPELT,LUXEMBOURG
8294,DURENTHAL (RUE),KEISPELT,LUXEMBOURG
8294,PRES (RUE DES),KEISPELT,LUXEMBOURG
8295,KEHLEN (RUE DE),KEISPELT,LUXEMBOURG
8295,QUATRE-VENTS,KEHLEN,LUXEMBOURG
8301,BOITES POSTALES N° 1-99,CAPELLEN,LUXEMBOURG
8302,NAMSA,CAPELLEN,LUXEMBOURG
8303,BOITES POSTALES N° 100-199,CAPELLEN,LUXEMBOURG
8306,BOITES POSTALES N° 1-99,KOERICH,LUXEMBOURG
8308,ACTIVITES CAPELLEN (PARC D'),CAPELLEN,LUXEMBOURG
8309,AIRE DE CAPELLEN (AUTOROUTE),HOLZEM,LUXEMBOURG
8309,DE CAPELLEN (AUTOROUTE AIRE),HOLZEM,LUXEMBOURG
8309,CAPELLEN (AUTOROUTE AIRE DE),HOLZEM,LUXEMBOURG
8310,ARLON (ROUTE D') N° IMPAIR 1-71,CAPELLEN,LUXEMBOURG
8310,ARLON (ROUTE D') N° PAIR 2-80,CAPELLEN,LUXEMBOURG
8311,ARLON (ROUTE D') N° IMPAIR 73-119,CAPELLEN,LUXEMBOURG
8311,ARLON (ROUTE D') N° PAIR 82-134,CAPELLEN,LUXEMBOURG
8312,ALLIES (RUE DES),OLM,LUXEMBOURG
8313,BASSE (RUE),CAPELLEN,LUXEMBOURG
8314,BEAULIEU (DOMAINE),CAPELLEN,LUXEMBOURG
8315,COMMERCE (RUE DU),OLM,LUXEMBOURG
8315,WISS (OP DER),OLM,LUXEMBOURG
8316,ETATS-UNIS (RUE DES),OLM,LUXEMBOURG
8317,FORET (RUE DE LA) N° PAIR 2-44,CAPELLEN,LUXEMBOURG
8317,FORET (RUE DE LA) N° IMPAIR 1-31,CAPELLEN,LUXEMBOURG
8317,FORET (RUE DE LA) N° PAIR 46-998,OLM,LUXEMBOURG
8317,FORET (RUE DE LA) N° IMPAIR 33-999,OLM,LUXEMBOURG
8318,FUNCK (RUE HENRI),CAPELLEN,LUXEMBOURG
8319,EGALITE (RUE DE L'),OLM,LUXEMBOURG
8320,BECKER (RUE JOSEPH ET MARCEL),CAPELLEN,LUXEMBOURG
8320,MORTH (RUE JEAN),CAPELLEN,LUXEMBOURG
8320,SIMON (RUE ALOYSE),CAPELLEN,LUXEMBOURG
8320,EVEN (RUE ARMAND),CAPELLEN,LUXEMBOURG
8321,EISENHOWER (RUE D.),OLM,LUXEMBOURG
8322,GAULLE (RUE CHARLES DE),OLM,LUXEMBOURG
8323,GRAND-DUC JEAN (AVENUE) N° IMPAIR 1-27,CAPELLEN,LUXEMBOURG
8323,JEAN (AVENUE GRAND-DUC) N° IMPAIR 1-27,CAPELLEN,LUXEMBOURG
8323,GRAND-DUC JEAN (AVENUE) N° 26-999,OLM,LUXEMBOURG
8323,JEAN (AVENUE GRAND-DUC) N° 26-999,OLM,LUXEMBOURG
8323,GRAND-DUC JEAN (AVENUE) N° PAIR 2-26,CAPELLEN,LUXEMBOURG
8323,JEAN (AVENUE GRAND-DUC) N° PAIR 2-26,CAPELLEN,LUXEMBOURG
8324,GOETHE (RUE),OLM,LUXEMBOURG
8325,GARE (RUE DE LA),CAPELLEN,LUXEMBOURG
8326,HIEREKNAPP (RUE),CAPELLEN,LUXEMBOURG
8327,INDEPENDANCE (RUE DE L'),OLM,LUXEMBOURG
8328,KIEM (RUE DU),CAPELLEN,LUXEMBOURG
8329,KOERICH (ROUTE DE),CAPELLEN,LUXEMBOURG
8330,MONTEE (RUE DE LA),CAPELLEN,LUXEMBOURG
8331,OLM (ROUTE D'),CAPELLEN,LUXEMBOURG
8332,KENNEDY (RUE J-F),OLM,LUXEMBOURG
8333,LINCOLN (RUE A.),OLM,LUXEMBOURG
8334,RANNERWEE,CAPELLEN,LUXEMBOURG
8335,FRIEDEN (RUE DR FERDINAND),CAPELLEN,LUXEMBOURG
8336,RISCH (RUE CHARLES),CAPELLEN,LUXEMBOURG
8337,RODANGE (RUE MICHEL),CAPELLEN,LUXEMBOURG
8338,WIRTGEN (RUE NIC.),OLM,LUXEMBOURG
8339,WELTER (RUE MICHEL),OLM,LUXEMBOURG
8340,SCHUMAN (BOULEVARD ROBERT),OLM,LUXEMBOURG
8340,SCHUMAN (PLACE ROBERT),OLM,LUXEMBOURG
8341,ZINNEN (RUE J-A),OLM,LUXEMBOURG
8342,NAPOLEON IER (RUE),OLM,LUXEMBOURG
8342,IER (RUE NAPOLEON),OLM,LUXEMBOURG
8343,GENERAL PATTON (RUE),OLM,LUXEMBOURG
8343,PATTON (RUE GENERAL),OLM,LUXEMBOURG
8344,ROOSEVELT (RUE F-D),OLM,LUXEMBOURG
8345,WEBER (RUE GEORGES),CAPELLEN,LUXEMBOURG
8350,MERZEL (AN DER),GARNICH,LUXEMBOURG
8351,HIVANGE (RUE DE),DAHLEM,LUXEMBOURG
8351,SCHOUWEILER (ROUTE DE),DAHLEM,LUXEMBOURG
8351,WUESHECK (CITE),DAHLEM,LUXEMBOURG
8351,BIVER (RUE BATTY),DAHLEM,LUXEMBOURG
8352,TROIS CANTONS (RUE DES),DAHLEM,LUXEMBOURG
8352,CANTONS (RUE DES TROIS),DAHLEM,LUXEMBOURG
8352,ECOLE (RUE DE L'),DAHLEM,LUXEMBOURG
8352,EGLISE (RUE DE L'),DAHLEM,LUXEMBOURG
8352,BUNN (OP DER),DAHLEM,LUXEMBOURG
8352,PAERCHEN (UM),DAHLEM,LUXEMBOURG
8352,PFAFFENTHAL (RUE),DAHLEM,LUXEMBOURG
8352,KIIRFECHTSSTROOSS,DAHLEM,LUXEMBOURG
8353,ECOLE (RUE DE L'),GARNICH,LUXEMBOURG
8353,LAKOLL (AN DER),GARNICH,LUXEMBOURG
8353,PIEREN (A),GARNICH,LUXEMBOURG
8353,RIXEGOARD,GARNICH,LUXEMBOURG
8354,TROIS CANTONS (RUE DES),GARNICH,LUXEMBOURG
8354,CANTONS (RUE DES TROIS),GARNICH,LUXEMBOURG
8354,EICH (RUE),GARNICH,LUXEMBOURG
8354,BOURFELD (CITE),GARNICH,LUXEMBOURG
8354,FORET (RUE DE LA),GARNICH,LUXEMBOURG
8354,BUCHHELZERWISEN,GARNICH,LUXEMBOURG
8355,AREND (RUE NIC),GARNICH,LUXEMBOURG
8355,HOLZEM (RUE DE),GARNICH,LUXEMBOURG
8355,TANNEURS (RUE DES),GARNICH,LUXEMBOURG
8355,LANNESTACK (UM),GARNICH,LUXEMBOURG
8355,JENGEN (A),GARNICH,LUXEMBOURG
8355,HAFF (UM),GARNICH,LUXEMBOURG
8355,MAMER (UN DER),GARNICH,LUXEMBOURG
8356,CHAMPS (RUE DES),GARNICH,LUXEMBOURG
8356,SACRIFIES (RUE DES),GARNICH,LUXEMBOURG
8356,EGLISE (RUE DE L'),GARNICH,LUXEMBOURG
8356,HOEHL (RUE),GARNICH,LUXEMBOURG
8356,HUBERT (RUE ST.),GARNICH,LUXEMBOURG
8356,KAHLER (RUE DE),GARNICH,LUXEMBOURG
8356,MONTEE (RUE DE LA),GARNICH,LUXEMBOURG
8356,GAESSEL (RUE),GARNICH,LUXEMBOURG
8356,BRILL (AM),GARNICH,LUXEMBOURG
8357,BEAUREGARD (DOMAINE DU),GOEBLANGE,LUXEMBOURG
8358,ECOLE (RUE DE L'),GOEBLANGE,LUXEMBOURG
8358,NOSPELT (RUE DE),GOEBLANGE,LUXEMBOURG
8358,PRINCIPALE (RUE),GOEBLANGE,LUXEMBOURG
8358,PARK (AM),GOEBLANGE,LUXEMBOURG
8358,SCHULLESCHWEE,GOEBLANGE,LUXEMBOURG
8358,GOETZINGEN (RUE DE),GOEBLANGE,LUXEMBOURG
8359,BRAUN (RUE PIERRE),GOEBLANGE,LUXEMBOURG
8359,CHAPELLE (CHEMIN DE LA),GOEBLANGE,LUXEMBOURG
8359,WINDHOF (RUE DE),GOEBLANGE,LUXEMBOURG
8359,BERCK (BEI),GOEBLANGE,LUXEMBOURG
8360,NOSPELT (RUE DE),GOETZINGEN,LUXEMBOURG
8360,WINDHOF (RUE DE),GOETZINGEN,LUXEMBOURG
8360,LUXEMBOURG (ROUTE DE),GOETZINGEN,LUXEMBOURG
8360,PRIVE (CHEMIN),GOETZINGEN,LUXEMBOURG
8360,CHAMPS (RUE DES),GOETZINGEN,LUXEMBOURG
8361,SIMMERPAD (UM),GOETZINGEN,LUXEMBOURG
8361,PRINCIPALE (RUE),GOETZINGEN,LUXEMBOURG
8361,BOIS (RUE DU),GOETZINGEN,LUXEMBOURG
8362,CHAMPS (RUE DES),GRASS,LUXEMBOURG
8362,KLEINBETTINGEN (RUE DE),GRASS,LUXEMBOURG
8362,PRINCIPALE (RUE),GRASS,LUXEMBOURG
8362,KAHLER (RUE DE),GRASS,LUXEMBOURG
8363,TENTENERSTROOSS,GREISCH,LUXEMBOURG
8363,ARELERSTROOSS,GREISCH,LUXEMBOURG
8363,KIERCHEPAD,GREISCH,LUXEMBOURG
8363,SEINTCHEN (UM),GREISCH,LUXEMBOURG
8363,LEESBACH,LEESBACH,LUXEMBOURG
8363,SIMMERFARM,SIMMERFARM,LUXEMBOURG
8363,SIMMERSCHMELZ,SIMMERSCHMELZ,LUXEMBOURG
8363,KEIER (AN DER ALER),GREISCH,LUXEMBOURG
8364,ACKER (UM),HAGEN,LUXEMBOURG
8364,WISEN (AN DE),HAGEN,LUXEMBOURG
8364,GEWAN (OP DER),HAGEN,LUXEMBOURG
8365,PRINCIPALE (RUE),HAGEN,LUXEMBOURG
8365,BELLE-VUE (CITE),HAGEN,LUXEMBOURG
8365,RAETZERT (RUE),HAGEN,LUXEMBOURG
8365,JECKELSGAASS,HAGEN,LUXEMBOURG
8366,RANDLINGEN (RUE),HAGEN,LUXEMBOURG
8366,STEINFORT (RUE DE),HAGEN,LUXEMBOURG
8366,TESCHWASSER (RUE),HAGEN,LUXEMBOURG
8366,EECHELTER (CITE OP),HAGEN,LUXEMBOURG
8366,BRAUN (CITE P.),HAGEN,LUXEMBOURG
8367,ECOLE (RUE DE L'),HAGEN,LUXEMBOURG
8367,NEUVE (RUE),HAGEN,LUXEMBOURG
8367,WOIS (RUE IM),HAGEN,LUXEMBOURG
8368,LAACH (AN DER),HAGEN,LUXEMBOURG
8368,BARRIAER (OP DER),HAGEN,LUXEMBOURG
8368,FLOUER (UM),HAGEN,LUXEMBOURG
8368,DREISCH (AM),HAGEN,LUXEMBOURG
8369,CHAMPS (RUE DES),HIVANGE,LUXEMBOURG
8369,DAHLEM (RUE DE),HIVANGE,LUXEMBOURG
8369,FINGIG (RUE DE),HIVANGE,LUXEMBOURG
8369,GARNICH (RUE DE),HIVANGE,LUXEMBOURG
8369,KAHLER (RUE DE),HIVANGE,LUXEMBOURG
8370,KREUZERBUCH (RUE DE),HOBSCHEID,LUXEMBOURG
8371,HIEHL,HOBSCHEID,LUXEMBOURG
8371,KOERICH (RUE DE),HOBSCHEID,LUXEMBOURG
8371,STEINFORT (RUE DE),HOBSCHEID,LUXEMBOURG
8371,SEPTFONTAINES (RUE DE),HOBSCHEID,LUXEMBOURG
8372,DONAT (RUE ST.),HOBSCHEID,LUXEMBOURG
8372,EAU (RUE DE L'),HOBSCHEID,LUXEMBOURG
8372,DONATUSGAESSEL,HOBSCHEID,LUXEMBOURG
8372,GRAND-RUE,HOBSCHEID,LUXEMBOURG
8373,BICKELTCHEN,HOBSCHEID,LUXEMBOURG
8373,FRAIGAART,HOBSCHEID,LUXEMBOURG
8373,HENNESCHTGAASS,HOBSCHEID,LUXEMBOURG
8373,MERSCHGRUND (RUE DU),HOBSCHEID,LUXEMBOURG
8373,NEUORT (RUE DU),HOBSCHEID,LUXEMBOURG
8373,TRESCH (RUE),HOBSCHEID,LUXEMBOURG
8373,MUHLENBERG (RUE),HOBSCHEID,LUXEMBOURG
8374,BRILL (RUE),HOBSCHEID,LUXEMBOURG
8374,CIMETIERE (RUE DU),HOBSCHEID,LUXEMBOURG
8374,EGLISE (RUE DE L'),HOBSCHEID,LUXEMBOURG
8374,EISCHEN (RUE D'),HOBSCHEID,LUXEMBOURG
8374,LAITERIE (RUE DE LA),HOBSCHEID,LUXEMBOURG
8374,KEMPEMILLEN,HOBSCHEID,LUXEMBOURG
8374,BEINERTCHEN (CITE UM),HOBSCHEID,LUXEMBOURG
8375,STEEKAUL (AN DER),HOBSCHEID,LUXEMBOURG
8376,CHAMPS (RUE DES),KAHLER,LUXEMBOURG
8376,ECOLE (RUE DE L'),KAHLER,LUXEMBOURG
8376,JEMMING (RUE FELIX),KAHLER,LUXEMBOURG
8376,GARNICH (RUE DE),KAHLER,LUXEMBOURG
8376,GRASS (RUE DE),KAHLER,LUXEMBOURG
8376,HIVANGE (RUE DE),KAHLER,LUXEMBOURG
8376,PRINCIPALE (RUE),KAHLER,LUXEMBOURG
8376,ATERTLINN,KAHLER,LUXEMBOURG
8376,AISCH (UN DER),KAHLER,LUXEMBOURG
8376,ARELERWEE,KAHLER,LUXEMBOURG
8378,CHEMIN DE FER (RUE DU),KLEINBETTINGEN,LUXEMBOURG
8378,FER (RUE DU CHEMIN DE),KLEINBETTINGEN,LUXEMBOURG
8378,GRASS (RUE DE),KLEINBETTINGEN,LUXEMBOURG
8378,KAHLER (RUE DE),KLEINBETTINGEN,LUXEMBOURG
8378,CHAMPS (RUE DES),KLEINBETTINGEN,LUXEMBOURG
8379,CHATEAU D'EAU (RUE DU),KLEINBETTINGEN,LUXEMBOURG
8379,EAU D' (RUE DU CHAT),KLEINBETTINGEN,LUXEMBOURG
8379,MONTAGNE (RUE DE LA),KLEINBETTINGEN,LUXEMBOURG
8379,STERPENICH (RUE DE),KLEINBETTINGEN,LUXEMBOURG
8379,FOULLERT (RUE),KLEINBETTINGEN,LUXEMBOURG
8380,GARE (RUE DE LA),KLEINBETTINGEN,LUXEMBOURG
8380,MOULIN (RUE DU),KLEINBETTINGEN,LUXEMBOURG
8380,PARC (RUE DU),KLEINBETTINGEN,LUXEMBOURG
8381,HAGEN (RUE DE),KLEINBETTINGEN,LUXEMBOURG
8381,STEINFORT (RUE DE),KLEINBETTINGEN,LUXEMBOURG
8381,BELAIR (CITE),KLEINBETTINGEN,LUXEMBOURG
8383,PRINCIPALE (RUE),KOERICH,LUXEMBOURG
8383,GOEBLANGE (RUE DE),KOERICH,LUXEMBOURG
8383,LAUTERBUR (OP),SEPTFONTAINES,LUXEMBOURG
8383,NEIMILLEN,KOERICH,LUXEMBOURG
8384,WINDHOF (RUE DE),KOERICH,LUXEMBOURG
8385,CHATEAU (RUE DU),KOERICH,LUXEMBOURG
8385,ECOLE (RUE DE L'),KOERICH,LUXEMBOURG
8385,NEIE WEE,KOERICH,LUXEMBOURG
8385,WEE (NEIE),KOERICH,LUXEMBOURG
8386,FOCKEMILLEN,KOERICH,LUXEMBOURG
8386,FOCKESCHLASS (RUE),KOERICH,LUXEMBOURG
8386,FONTAINE (CHEMIN DE LA),KOERICH,LUXEMBOURG
8386,HAGEN (CHEMIN DE),KOERICH,LUXEMBOURG
8386,MONTAGNE (RUE DE LA),KOERICH,LUXEMBOURG
8386,ARSENE MERSCH (RUE),KOERICH,LUXEMBOURG
8386,MERSCH (RUE ARSENE),KOERICH,LUXEMBOURG
8387,BOIS (RUE DU),KOERICH,LUXEMBOURG
8387,HUBERT (MONTEE ST.),KOERICH,LUXEMBOURG
8387,KOENER (RUE MATHIAS),KOERICH,LUXEMBOURG
8387,MOULIN (RUE DU),KOERICH,LUXEMBOURG
8387,HIEHL (AN DER),KOERICH,LUXEMBOURG
8387,FULSBERG (OP),KOERICH,LUXEMBOURG
8387,BOESCHEN (CITE UM),KOERICH,LUXEMBOURG
8388,CHAMPS (RUE DES),KOERICH,LUXEMBOURG
8388,SOURCE (CHEMIN DE LA),KOERICH,LUXEMBOURG
8388,STEINFORT (RUE DE),KOERICH,LUXEMBOURG
8390,KEHLEN (RUE DE),NOSPELT,LUXEMBOURG
8390,LECK (RUE),NOSPELT,LUXEMBOURG
8390,MAMER (RUE DE),NOSPELT,LUXEMBOURG
8390,REISLOCH (IM),NOSPELT,LUXEMBOURG
8390,BELLEVUE (CITE),NOSPELT,LUXEMBOURG
8390,KAYSER (RUE GEORGES),NOSPELT,LUXEMBOURG
8390,BONGERT (AM),NOSPELT,LUXEMBOURG
8390,GREGORIUS (RUE RENE),NOSPELT,LUXEMBOURG
8390,ENGEL (RUE DR. ELVIRE),NOSPELT,LUXEMBOURG
8390,FEYDER (RUE GUSTAVE),NOSPELT,LUXEMBOURG
8391,DONDELANGE (RUE DE),NOSPELT,LUXEMBOURG
8391,ECOLE (RUE DE L'),NOSPELT,LUXEMBOURG
8391,FLEURS (RUE DES),NOSPELT,LUXEMBOURG
8391,GRAND-RUE,NOSPELT,LUXEMBOURG
8391,ROODT (RUE DE),NOSPELT,LUXEMBOURG
8392,CIMETIERE (RUE DU),NOSPELT,LUXEMBOURG
8392,GOEBLANGE (RUE DE),NOSPELT,LUXEMBOURG
8392,OLM (RUE D'),NOSPELT,LUXEMBOURG
8392,POTIERS (RUE DES),NOSPELT,LUXEMBOURG
8392,PRES (RUE DES),NOSPELT,LUXEMBOURG
8392,SIMMERSCHMELZ (RUE DE),NOSPELT,LUXEMBOURG
8392,REITCHEMOUER (A),NOSPELT,LUXEMBOURG
8392,BOUNENAKER (OP),NOSPELT,LUXEMBOURG
8392,WEIER (IWWERT DEM),NOSPELT,LUXEMBOURG
8393,BOIS (RUE DU),OLM,LUXEMBOURG
8393,CAPELLEN (RUE DE),OLM,LUXEMBOURG
8393,GOETZANGE (RUE DE),OLM,LUXEMBOURG
8393,PRES (RUE DES),OLM,LUXEMBOURG
8394,JARDINS (RUE DES),OLM,LUXEMBOURG
8394,KEHLEN (RUE DE),OLM,LUXEMBOURG
8394,NOSPELT (RUE DE),OLM,LUXEMBOURG
8395,ARELERSTROOSS,SEPTFONTAINES,LUXEMBOURG
8395,WIEWESCHGAASS,SEPTFONTAINES,LUXEMBOURG
8395,KIERCHEWEE,SEPTFONTAINES,LUXEMBOURG
8395,WALDHIEL,SEPTFONTAINES,LUXEMBOURG
8395,SELLERGRONN,SEPTFONTAINES,LUXEMBOURG
8395,WAESCHBUER (UM),SEPTFONTAINES,LUXEMBOURG
8395,WEIER (IWERT DEM),SEPTFONTAINES,LUXEMBOURG
8395,KEIFFESCHGAASS,SEPTFONTAINES,LUXEMBOURG
8395,GRINGEGRONN,SEPTFONTAINES,LUXEMBOURG
8396,MIERSCHERSTROOSS,SEPTFONTAINES,LUXEMBOURG
8396,GRIEFGESHIEL,SEPTFONTAINES,LUXEMBOURG
8396,LAANGEFUERT,SEPTFONTAINES,LUXEMBOURG
8396,PETZEN (OP DE),SEPTFONTAINES,LUXEMBOURG
8396,MILLEWEE,SEPTFONTAINES,LUXEMBOURG
8396,KLAUSHOF,SEPTFONTAINES,LUXEMBOURG
8398,KIERCHEWEE ROODT,(SEPTFONTAINES),LUXEMBOURG
8398,HELZERBIERG ROODT,(SEPTFONTAINES),LUXEMBOURG
8398,KARESCHBIERG ROODT,(SEPTFONTAINES),LUXEMBOURG
8398,NOUSPELTERSTROOSS ROODT,(SEPTFONTAINES),LUXEMBOURG
8398,MIERSCHERSTROOSS ROODT,(SEPTFONTAINES),LUXEMBOURG
8398,HEEDEFELD ROODT,(SEPTFONTAINES),LUXEMBOURG
8398,HAFF (AM) ROODT,(SEPTFONTAINES),LUXEMBOURG
8398,ROUSEN (OP DE) ROODT,(SEPTFONTAINES),LUXEMBOURG
8399,COMMERCE (RUE DU),WINDHOF,LUXEMBOURG
8399,VULCALUX (LOTISSEMENT),WINDHOF,LUXEMBOURG
8399,ARLON (RUE D'),WINDHOF,LUXEMBOURG
8399,INDUSTRIE (RUE DE L'),WINDHOF,LUXEMBOURG
8399,KOERICH (RUE DE),WINDHOF,LUXEMBOURG
8399,CANTONS (RUE DES TROIS),WINDHOF,LUXEMBOURG
8399,FLAMMANG (RUE PIERRE),WINDHOF,LUXEMBOURG
8401,BOITES POSTALES N° 1-99,STEINFORT,LUXEMBOURG
8410,ARLON (ROUTE D'),STEINFORT,LUXEMBOURG
8411,CARRIERES (RUE DES),STEINFORT,LUXEMBOURG
8412,CHAMPS (RUE DES),STEINFORT,LUXEMBOURG
8413,CIMETIERE (RUE DU),STEINFORT,LUXEMBOURG
8414,COLLART (RUE),STEINFORT,LUXEMBOURG
8415,PINSON (RUE DU),STEINFORT,LUXEMBOURG
8415,HERRENFELD (RUE),STEINFORT,LUXEMBOURG
8420,ECOLE (RUE DE L'),STEINFORT,LUXEMBOURG
8421,HAGEN (RUE DE),STEINFORT,LUXEMBOURG
8422,HOBSCHEID (RUE DE),STEINFORT,LUXEMBOURG
8423,HOPITAL (RUE DE L'),STEINFORT,LUXEMBOURG
8424,JENNEBIERG (RUE),STEINFORT,LUXEMBOURG
